study_id,cell_id,block_id,model,family,stage,layout_id,within_block_order,form,physical_goal_sign,prompt_id,prompt,prompt_sha256,environment_seed,effective_policy_seed,action_cap,status,fixture_sha256,runtime_sha256,time_map_sha256
SGW-01,HEIGHT-C09-D1-C-NEG,HEIGHT-C09-D1,D1,HEIGHT,C,HEIGHT-C09,5,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272931,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C09-D1-D-POS,HEIGHT-C09-D1,D1,HEIGHT,C,HEIGHT-C09,6,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272931,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-N3-C-POS,HEIGHT-C10-N3,N3,HEIGHT,C,HEIGHT-C10,1,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272932,2026093410,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-N3-I-NEG,HEIGHT-C10-N3,N3,HEIGHT,C,HEIGHT-C10,2,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272932,2026093410,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-N3-I-POS,HEIGHT-C10-N3,N3,HEIGHT,C,HEIGHT-C10,3,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272932,2026093410,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-N3-C-NEG,HEIGHT-C10-N3,N3,HEIGHT,C,HEIGHT-C10,4,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272932,2026093410,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-N3-D-POS,HEIGHT-C10-N3,N3,HEIGHT,C,HEIGHT-C10,5,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272932,2026093410,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-N3-D-NEG,HEIGHT-C10-N3,N3,HEIGHT,C,HEIGHT-C10,6,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272932,2026093410,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-D1-C-POS,HEIGHT-C10-D1,D1,HEIGHT,C,HEIGHT-C10,1,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272932,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-D1-I-NEG,HEIGHT-C10-D1,D1,HEIGHT,C,HEIGHT-C10,2,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272932,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-D1-I-POS,HEIGHT-C10-D1,D1,HEIGHT,C,HEIGHT-C10,3,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272932,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-D1-C-NEG,HEIGHT-C10-D1,D1,HEIGHT,C,HEIGHT-C10,4,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272932,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-D1-D-POS,HEIGHT-C10-D1,D1,HEIGHT,C,HEIGHT-C10,5,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272932,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C10-D1-D-NEG,HEIGHT-C10-D1,D1,HEIGHT,C,HEIGHT-C10,6,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272932,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-N3-I-NEG,HEIGHT-C11-N3,N3,HEIGHT,C,HEIGHT-C11,1,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272933,2026093411,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-N3-I-POS,HEIGHT-C11-N3,N3,HEIGHT,C,HEIGHT-C11,2,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272933,2026093411,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-N3-C-NEG,HEIGHT-C11-N3,N3,HEIGHT,C,HEIGHT-C11,3,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272933,2026093411,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-N3-D-POS,HEIGHT-C11-N3,N3,HEIGHT,C,HEIGHT-C11,4,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272933,2026093411,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-N3-D-NEG,HEIGHT-C11-N3,N3,HEIGHT,C,HEIGHT-C11,5,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272933,2026093411,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-N3-C-POS,HEIGHT-C11-N3,N3,HEIGHT,C,HEIGHT-C11,6,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272933,2026093411,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-D1-I-NEG,HEIGHT-C11-D1,D1,HEIGHT,C,HEIGHT-C11,1,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-D1-I-POS,HEIGHT-C11-D1,D1,HEIGHT,C,HEIGHT-C11,2,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-D1-C-NEG,HEIGHT-C11-D1,D1,HEIGHT,C,HEIGHT-C11,3,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-D1-D-POS,HEIGHT-C11-D1,D1,HEIGHT,C,HEIGHT-C11,4,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-D1-D-NEG,HEIGHT-C11-D1,D1,HEIGHT,C,HEIGHT-C11,5,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C11-D1-C-POS,HEIGHT-C11-D1,D1,HEIGHT,C,HEIGHT-C11,6,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272933,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-N3-I-POS,HEIGHT-C12-N3,N3,HEIGHT,C,HEIGHT-C12,1,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272934,2026093412,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-N3-C-NEG,HEIGHT-C12-N3,N3,HEIGHT,C,HEIGHT-C12,2,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272934,2026093412,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-N3-D-POS,HEIGHT-C12-N3,N3,HEIGHT,C,HEIGHT-C12,3,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272934,2026093412,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-N3-D-NEG,HEIGHT-C12-N3,N3,HEIGHT,C,HEIGHT-C12,4,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272934,2026093412,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-N3-C-POS,HEIGHT-C12-N3,N3,HEIGHT,C,HEIGHT-C12,5,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272934,2026093412,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-N3-I-NEG,HEIGHT-C12-N3,N3,HEIGHT,C,HEIGHT-C12,6,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272934,2026093412,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-D1-I-POS,HEIGHT-C12-D1,D1,HEIGHT,C,HEIGHT-C12,1,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-D1-C-NEG,HEIGHT-C12-D1,D1,HEIGHT,C,HEIGHT-C12,2,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-D1-D-POS,HEIGHT-C12-D1,D1,HEIGHT,C,HEIGHT-C12,3,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-D1-D-NEG,HEIGHT-C12-D1,D1,HEIGHT,C,HEIGHT-C12,4,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-D1-C-POS,HEIGHT-C12-D1,D1,HEIGHT,C,HEIGHT-C12,5,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C12-D1-I-NEG,HEIGHT-C12-D1,D1,HEIGHT,C,HEIGHT-C12,6,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272934,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-N3-I-NEG,HEIGHT-C13-N3,N3,HEIGHT,C,HEIGHT-C13,1,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272935,2026093413,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-N3-D-NEG,HEIGHT-C13-N3,N3,HEIGHT,C,HEIGHT-C13,2,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272935,2026093413,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-N3-C-NEG,HEIGHT-C13-N3,N3,HEIGHT,C,HEIGHT-C13,3,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272935,2026093413,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-N3-D-POS,HEIGHT-C13-N3,N3,HEIGHT,C,HEIGHT-C13,4,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272935,2026093413,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-N3-C-POS,HEIGHT-C13-N3,N3,HEIGHT,C,HEIGHT-C13,5,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272935,2026093413,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-N3-I-POS,HEIGHT-C13-N3,N3,HEIGHT,C,HEIGHT-C13,6,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272935,2026093413,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-D1-I-NEG,HEIGHT-C13-D1,D1,HEIGHT,C,HEIGHT-C13,1,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-D1-D-NEG,HEIGHT-C13-D1,D1,HEIGHT,C,HEIGHT-C13,2,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-D1-C-NEG,HEIGHT-C13-D1,D1,HEIGHT,C,HEIGHT-C13,3,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-D1-D-POS,HEIGHT-C13-D1,D1,HEIGHT,C,HEIGHT-C13,4,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-D1-C-POS,HEIGHT-C13-D1,D1,HEIGHT,C,HEIGHT-C13,5,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C13-D1-I-POS,HEIGHT-C13-D1,D1,HEIGHT,C,HEIGHT-C13,6,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272935,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-N3-D-NEG,HEIGHT-C14-N3,N3,HEIGHT,C,HEIGHT-C14,1,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272936,2026093414,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-N3-C-NEG,HEIGHT-C14-N3,N3,HEIGHT,C,HEIGHT-C14,2,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272936,2026093414,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-N3-D-POS,HEIGHT-C14-N3,N3,HEIGHT,C,HEIGHT-C14,3,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272936,2026093414,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-N3-C-POS,HEIGHT-C14-N3,N3,HEIGHT,C,HEIGHT-C14,4,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272936,2026093414,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-N3-I-POS,HEIGHT-C14-N3,N3,HEIGHT,C,HEIGHT-C14,5,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272936,2026093414,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-N3-I-NEG,HEIGHT-C14-N3,N3,HEIGHT,C,HEIGHT-C14,6,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272936,2026093414,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-D1-D-NEG,HEIGHT-C14-D1,D1,HEIGHT,C,HEIGHT-C14,1,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-D1-C-NEG,HEIGHT-C14-D1,D1,HEIGHT,C,HEIGHT-C14,2,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-D1-D-POS,HEIGHT-C14-D1,D1,HEIGHT,C,HEIGHT-C14,3,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-D1-C-POS,HEIGHT-C14-D1,D1,HEIGHT,C,HEIGHT-C14,4,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-D1-I-POS,HEIGHT-C14-D1,D1,HEIGHT,C,HEIGHT-C14,5,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C14-D1-I-NEG,HEIGHT-C14-D1,D1,HEIGHT,C,HEIGHT-C14,6,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272936,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-N3-C-NEG,HEIGHT-C15-N3,N3,HEIGHT,C,HEIGHT-C15,1,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272937,2026093415,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-N3-D-POS,HEIGHT-C15-N3,N3,HEIGHT,C,HEIGHT-C15,2,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272937,2026093415,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-N3-C-POS,HEIGHT-C15-N3,N3,HEIGHT,C,HEIGHT-C15,3,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272937,2026093415,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-N3-I-POS,HEIGHT-C15-N3,N3,HEIGHT,C,HEIGHT-C15,4,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272937,2026093415,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-N3-I-NEG,HEIGHT-C15-N3,N3,HEIGHT,C,HEIGHT-C15,5,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272937,2026093415,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-N3-D-NEG,HEIGHT-C15-N3,N3,HEIGHT,C,HEIGHT-C15,6,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272937,2026093415,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-D1-C-NEG,HEIGHT-C15-D1,D1,HEIGHT,C,HEIGHT-C15,1,C,-1,HEIGHT-C-NEG,Place the Rubik's cube so that the Rubik's cube is lower than the bowl.,335b224a7fea8536bce4e16df660317baf2116e3d334982b7309d9917f538828,20272937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-D1-D-POS,HEIGHT-C15-D1,D1,HEIGHT,C,HEIGHT-C15,2,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-D1-C-POS,HEIGHT-C15-D1,D1,HEIGHT,C,HEIGHT-C15,3,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-D1-I-POS,HEIGHT-C15-D1,D1,HEIGHT,C,HEIGHT-C15,4,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-D1-I-NEG,HEIGHT-C15-D1,D1,HEIGHT,C,HEIGHT-C15,5,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C15-D1-D-NEG,HEIGHT-C15-D1,D1,HEIGHT,C,HEIGHT-C15,6,D,-1,HEIGHT-D-NEG,Put the Rubik's cube lower than the bowl.,2b2abd622acedd6dbf8622f31eb83c95afc00f352cbe145da1d4ddaecbc874ec,20272937,1140,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C16-N3-D-POS,HEIGHT-C16-N3,N3,HEIGHT,C,HEIGHT-C16,1,D,1,HEIGHT-D-POS,Put the Rubik's cube higher than the bowl.,ce9ebbce2f97fc882431671fabdcabe285d4f778a18a6ce8ec9e401ace889aa0,20272938,2026093416,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C16-N3-C-POS,HEIGHT-C16-N3,N3,HEIGHT,C,HEIGHT-C16,2,C,1,HEIGHT-C-POS,Place the Rubik's cube so that the Rubik's cube is higher than the bowl.,8e59d9145045e26dc9e4ee93a2bc9883b80326f7210b50ba3fd05121c6770b92,20272938,2026093416,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C16-N3-I-POS,HEIGHT-C16-N3,N3,HEIGHT,C,HEIGHT-C16,3,I,1,HEIGHT-I-POS,Place the Rubik's cube so that the bowl is lower than the Rubik's cube.,dc035ef9c00f5068092a80105a9c0ef3d77c103df7a1bb0c245a032d09d1014f,20272938,2026093416,450,PLANNED_NOT_RELEASED,,,
SGW-01,HEIGHT-C16-N3-I-NEG,HEIGHT-C16-N3,N3,HEIGHT,C,HEIGHT-C16,4,I,-1,HEIGHT-I-NEG,Place the Rubik's cube so that the bowl is higher than the Rubik's cube.,1779ad079338c6022e6dfbe58871c8a43d2602e38cabc5dab49c80d9b01feb36,20272938,2026093416,450,PLANNED_NOT_RELEASED,,,
